15/05/2024 11:50:06.286;1715809806286;2;1;3.333333;-3.333333;3.333333;-1.666667;5;2.5;8;-2.5;8;2.5;-8;-2.5;-8;
15/05/2024 11:50:06.286;1715809806286;2;0;3.333333;3.333333;-1.666667;-1.666667;4;-2.5;8;2.421913;7.937531;2.5;-8;-2.5;-8;
15/05/2024 11:50:06.286;1715809806286;1;1;-3.333333;-1.666667;1.666667;6.666667;4;-2.5;-8;2.5;-8;-2.421913;7.937531;2.421913;7.937531;
15/05/2024 11:50:06.286;1715809806286;1;0;-3.333333;0;0;1.666667;5;2.5;-8;-2.482421;-7.901557;-2.421913;7.937531;2.421913;7.937531;
15/05/2024 11:50:06.287;1715809806287;2;1;3.333333;-3.333333;3.333333;-1.666667;5;2.421913;7.937531;-2.421913;7.937531;2.452778;-7.911852;-2.482421;-7.901557;
15/05/2024 11:50:06.287;1715809806287;2;0;3.333333;3.333333;-1.666667;-1.666667;4;-2.421913;7.937531;2.343826;7.875061;2.452778;-7.911852;-2.482421;-7.901557;
15/05/2024 11:50:06.287;1715809806287;1;1;-3.333333;-1.666667;1.666667;6.666667;4;-2.482421;-7.901557;2.452778;-7.911852;-2.343826;7.875061;2.343826;7.875061;
15/05/2024 11:50:06.287;1715809806287;1;0;-3.333333;0;0;1.666667;5;2.452778;-7.911852;-2.464842;-7.803114;-2.343826;7.875061;2.343826;7.875061;
15/05/2024 11:50:06.322;1715809806322;2;1;1.666667;0;0;-8.333333;1;2.343826;7.875061;-2.343826;7.875061;2.405556;-7.823704;-2.464842;-7.803114;
15/05/2024 11:50:06.322;1715809806322;2;0;8.333333;0;0;-5;0;-2.343826;7.875061;2.308507;7.781506;2.405556;-7.823704;-2.464842;-7.803114;
15/05/2024 11:50:06.322;1715809806322;1;1;-3.333333;1.666667;3.333333;6.666667;0;-2.464842;-7.803114;2.405556;-7.823704;-2.245685;7.89425;2.308507;7.781506;
15/05/2024 11:50:06.322;1715809806322;1;0;-1.666667;-3.333333;0;1.666667;3;2.405556;-7.823704;-2.396965;-7.72968;-2.245685;7.89425;2.308507;7.781506;
15/05/2024 11:50:06.324;1715809806324;2;1;1.666667;0;0;-8.333333;1;2.308507;7.781506;-2.245685;7.89425;2.337373;-7.750553;-2.396965;-7.72968;
15/05/2024 11:50:06.324;1715809806324;2;0;8.333333;0;0;-5;0;-2.245685;7.89425;2.273187;7.687951;2.337373;-7.750553;-2.396965;-7.72968;
15/05/2024 11:50:06.324;1715809806324;1;1;-3.333333;1.666667;3.333333;6.666667;0;-2.396965;-7.72968;2.337373;-7.750553;-2.147543;7.913439;2.273187;7.687951;
15/05/2024 11:50:06.324;1715809806324;1;0;-1.666667;-3.333333;0;1.666667;3;2.337373;-7.750553;-2.329087;-7.656245;-2.147543;7.913439;2.273187;7.687951;
15/05/2024 11:50:06.342;1715809806342;2;1;1.666667;0;0;-8.333333;1;2.273187;7.687951;-2.147543;7.913439;2.26919;-7.677402;-2.329087;-7.656245;
15/05/2024 11:50:06.342;1715809806342;2;0;8.333333;0;0;-5;0;-2.147543;7.913439;2.237868;7.594396;2.26919;-7.677402;-2.329087;-7.656245;
15/05/2024 11:50:06.342;1715809806342;1;1;-3.333333;1.666667;3.333333;6.666667;0;-2.329087;-7.656245;2.26919;-7.677402;-2.049401;7.932628;2.237868;7.594396;
15/05/2024 11:50:06.342;1715809806342;1;0;-1.666667;-3.333333;0;1.666667;3;2.26919;-7.677402;-2.26121;-7.58281;-2.049401;7.932628;2.237868;7.594396;
15/05/2024 11:50:06.363;1715809806363;2;1;1.666667;0;0;-8.333333;1;2.237868;7.594396;-2.049401;7.932628;2.201007;-7.604251;-2.26121;-7.58281;
15/05/2024 11:50:06.363;1715809806363;2;0;8.333333;0;0;-5;0;-2.049401;7.932628;2.202549;7.500841;2.201007;-7.604251;-2.26121;-7.58281;
15/05/2024 11:50:06.363;1715809806363;1;1;-3.333333;1.666667;3.333333;6.666667;0;-2.26121;-7.58281;2.201007;-7.604251;-1.95126;7.951817;2.202549;7.500841;
15/05/2024 11:50:06.363;1715809806363;1;0;-1.666667;-3.333333;0;1.666667;3;2.201007;-7.604251;-2.193333;-7.509375;-1.95126;7.951817;2.202549;7.500841;
15/05/2024 11:50:06.386;1715809806386;2;1;1.666667;0;0;-8.333333;1;2.202549;7.500841;-1.95126;7.951817;2.132823;-7.5311;-2.193333;-7.509375;
15/05/2024 11:50:06.386;1715809806386;2;0;8.333333;0;0;-5;0;-1.95126;7.951817;2.167229;7.407286;2.132823;-7.5311;-2.193333;-7.509375;
15/05/2024 11:50:06.386;1715809806386;1;1;-3.333333;1.666667;3.333333;6.666667;0;-2.193333;-7.509375;2.132823;-7.5311;-1.853118;7.971006;2.167229;7.407286;
15/05/2024 11:50:06.386;1715809806386;1;0;-1.666667;-3.333333;0;1.666667;3;2.132823;-7.5311;-2.125455;-7.43594;-1.853118;7.971006;2.167229;7.407286;
15/05/2024 11:50:06.420;1715809806420;2;1;3.333333;1.666667;3.333333;-1.666667;0;2.167229;7.407286;-1.853118;7.971006;2.064641;-7.457949;-2.125455;-7.43594;
15/05/2024 11:50:06.420;1715809806420;2;0;8.333333;3.333333;1.666667;-1.666667;0;-1.853118;7.971006;2.155034;7.308033;2.064641;-7.457949;-2.125455;-7.43594;
15/05/2024 11:50:06.420;1715809806420;1;1;-3.333333;-1.666667;1.666667;8.333333;4;-2.125455;-7.43594;2.064641;-7.457949;-1.753361;7.977975;2.155034;7.308033;
15/05/2024 11:50:06.420;1715809806420;1;0;-6.666667;-1.666667;-3.333333;3.333333;0;2.064641;-7.457949;-2.114342;-7.33656;-1.753361;7.977975;2.155034;7.308033;
